category,datetime,arrivals,departures,occupancy
ART,1996-01-18 10:00:00,1.000000,5.000000,4.466667
ART,1996-01-18 11:00:00,4.000000,2.000000,2.633333
ART,1996-01-18 12:00:00,3.000000,2.000000,4.816667
ART,1996-01-18 13:00:00,0.000000,4.000000,2.833333
ART,1996-01-18 14:00:00,0.000000,1.000000,0.333333
ART,1996-01-18 15:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 16:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 17:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 18:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 19:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 20:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 21:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 22:00:00,0.000000,0.000000,0.000000
ART,1996-01-18 23:00:00,0.000000,0.000000,0.000000
ART,1996-01-19 00:00:00,0.000000,0.000000,0.000000
ART,1996-01-19 01:00:00,0.000000,0.000000,0.000000
ART,1996-01-19 02:00:00,0.000000,0.000000,0.000000
ART,1996-01-19 03:00:00,0.000000,0.000000,0.000000
ART,1996-01-19 04:00:00,0.000000,0.000000,0.000000
ART,1996-01-19 05:00:00,0.000000,0.000000,0.000000
ART,1996-01-19 06:00:00,7.000000,0.000000,2.500000
ART,1996-01-19 07:00:00,4.000000,3.000000,8.800000
ART,1996-01-19 08:00:00,3.000000,5.000000,5.583333
ART,1996-01-19 09:00:00,3.000000,4.000000,6.233333
ART,1996-01-19 10:00:00,1.000000,3.000000,4.100000
ART,1996-01-19 11:00:00,4.000000,3.000000,3.083333
ART,1996-01-19 12:00:00,3.000000,3.000000,5.050000
ART,1996-01-19 13:00:00,1.000000,2.000000,3.300000
ART,1996-01-19 14:00:00,0.000000,3.000000,1.166667
ART,1996-01-19 15:00:00,0.000000,0.000000,0.000000
